"";"ring";"early troph";"late troph";"schizont";"early gam";"mature gam";"ookinete"
"PF3D7_0906200.1";6,657261;24,237437;36,142451;24,057789;16,394678;29,133558;7,365205
"PF3D7_0906300.1";10,647485;10,497133;16,350859;5,986083;6,275375;44,248003;28,34068
"PF3D7_0906400.1";11,329235;3,521308;6,391948;0;13,257255;102,917032;81,146128
"PF3D7_0906500.1";86,542366;562,099704;115,310913;54,449904;95,419122;118,281024;221,219805
"PF3D7_0906600.1";326,905059;552,843281;101,820432;35,963489;22,902722;55,766469;155,08326
"PF3D7_0906700.1";16,145772;47,084829;33,338586;12,212585;7,550031;16,424605;6,643225
"PF3D7_0906800.1";8,227182;34,220753;21,094749;5,497265;11,098624;16,959306;4,596445
"PF3D7_0906890.1";15,814424;74,052889;45,995195;0;52,461774;47,653395;0
"PF3D7_0906910.1";42,005929;53,100422;54,731776;6,700842;140,24448;359,687204;41,488367
"PF3D7_0907000.1";288,225112;195,688813;245,250735;138,85837;678,83857;801,517809;146,77163
"PF3D7_0907100.1";10,087975;5,392858;20,785137;8,085763;29,235263;49,459778;64,90181
"PF3D7_0907200.1";86,396035;29,379489;54,43274;85,07363;13,198292;64,041186;69,047934
"PF3D7_0907300.1";38,891032;28,811239;29,204976;19,528453;96,253189;56,686732;0
"PF3D7_0907400.1";67,703132;137,188261;255,62556;298,388861;41,67324;62,280745;165,964144
"PF3D7_0907500.1";3,632291;0,847162;60,079879;84,913651;1200,649612;1438,778939;159,488884
"PF3D7_0907600.1";22,6086;18,983639;32,955634;20,615953;10,766328;32,388325;64,498633
"PF3D7_0907700.1";222,260246;197,748338;292,378268;161,914083;29,723537;132,47492;117,190817
"PF3D7_0907800.1";22,818468;18,84582;163,707935;136,231067;302,288621;3074,8506;304,041808
"PF3D7_0907900.1";7,539014;80,486349;132,31831;56,005636;163,551206;185,508484;66,918135
"PF3D7_0908000.1";5,675457;7,303035;124,314718;225,848941;74,525336;87,172613;8,780687
"PF3D7_0908100.1";1,968046;0,669038;20,195457;37,440669;63,464534;87,680396;4,326688
"PF3D7_0908200.1";3,388473;1,264436;47,534497;68,872439;11,803178;20,620452;13,901674
"PF3D7_0908300.1.1";1,656329;1,541456;108,910462;60,786804;400,665638;465,051658;79,764763
"PF3D7_0908300.2.1";0,095579;0,855551;9,762368;38,019835;30,545906;2,721565;82,34635
"PF3D7_0908400.1";4,998165;3,692092;130,221647;302,799319;209,741148;319,110119;49,206337
"PF3D7_0908500.1";5,236456;1,341623;25,848646;121,640791;6,877263;20,954839;35,448913
"PF3D7_0908600.1";21,228943;21,056001;20,667079;8,604402;2,998576;10,950198;29,722231
"PF3D7_0908700.1";6,394264;10,929684;25,482919;46,203539;35,08275;48,078989;6,912018
"PF3D7_0908800.1";26,328993;50,02261;70,822342;71,273518;29,792712;26,854218;11,429631
"PF3D7_0908900.1";11,611514;35,0861;38,284798;23,514627;24,629807;31,312035;17,732394
"PF3D7_0909000.1";2,455795;0,985172;7,010163;7,797788;13,98458;116,298344;116,610562
"PF3D7_0909100.1";3,664749;1,546674;20,186692;44,580211;40,424175;149,232987;48,121554
"PF3D7_0909200.1";3,349104;1,381137;5,689447;2,58309;26,117323;134,113582;6,352475
"PF3D7_0909300.1";92,476323;73,39083;134,777338;65,839999;462,084445;281,269314;38,650759
"PF3D7_0909400.1";63,821535;99,344797;111,825401;53,723757;12,260182;49,136696;16,986213
"PF3D7_0909500.1";3,851931;1,700358;76,842965;373,937449;47,858083;163,091678;55,688666
"PF3D7_0909600.1";8,069706;5,778203;116,241463;179,756982;34,160457;94,431529;31,39119
"PF3D7_0909700.1";90,034566;31,421991;58,234918;65,154568;40,076289;121,969506;143,405502
"PF3D7_0909800.1";28,656767;112,785265;105,827883;37,874487;178,808591;152,986229;58,941451
"PF3D7_0909900.1";24,091333;26,353406;42,611641;32,281899;11,062445;17,668529;5,896028
"PF3D7_0910000.1";7,508713;1,437779;6,662088;15,732656;4,945176;5,623757;0
"PF3D7_0910100.1";40,577873;43,122908;220,956142;197,980179;33,980601;12,844199;11,857253
"PF3D7_0910200.1";17,731318;22,124451;59,433064;66,081759;20,051371;21,821074;28,968463
"PF3D7_0910300.1";25,080677;69,802836;43,873229;60,994529;360,877808;133,240525;15,967454
"PF3D7_0910400.1";9,163304;30,936242;46,952347;84,292924;9,948301;20,686166;9,691736
"PF3D7_0910500.1";23,380804;45,513812;48,126641;74,497921;12,803495;32,971159;51,334609
"PF3D7_0910600.1";6,788138;24,269269;72,99318;51,675085;221,60692;467,979451;45,340218
"PF3D7_0910700.1";3,216637;2,464373;3,503029;0;4,296875;17,121054;17,924138
"PF3D7_0910800.1";20,319344;59,664459;74,67982;65,209453;19,887354;10,980138;11,337778
"PF3D7_0910900.1";4,205149;2,391118;77,552344;32,409943;14,717679;12,903649;12,359887
"PF3D7_0911000.1";1,842837;0,443519;92,650145;85,515091;283,799981;240,337302;95,965979
"PF3D7_0911100.1";4,930361;1,383609;33,575244;65,142028;6,481226;49,137612;81,536646
"PF3D7_0911200.1";10,660282;6,789021;87,976239;102,034944;128,03474;892,76989;14,123552
"PF3D7_0911300.1";2,413912;0,892458;1,583155;0,775906;2,688259;2,961773;3,578063
"PF3D7_0911400.1";14,648485;55,652452;19,56178;8,653408;19,475815;35,533499;11,577944
"PF3D7_0911500.1.1";3,555094;1,762725;10,522126;7,151084;98,159226;661,799728;251,469801
"PF3D7_0911500.2.1";0;4,3e-05;1,024093;0;110,663664;1603,592911;14,739924
"PF3D7_0911600.1";7,995644;1,380311;89,816841;71,724207;11,372772;61,318633;61,988232
"PF3D7_0911700.1";6,256106;19,984594;38,158419;18,617235;9,638098;3,131609;16,053909
"PF3D7_0911800.1";95,579253;15,41439;98,532743;141,397859;35,406678;89,098173;2,651746
"PF3D7_0911900.1";685,634713;449,938876;406,89972;465,207683;419,711671;187,104564;128,143725
"PF3D7_0912000.1";20,357893;26,232158;37,037325;27,687915;12,004652;28,439333;7,866648
"PF3D7_0912100.1";41,096224;56,628376;56,308671;96,452877;43,492043;73,767911;42,036444
"PF3D7_0912200.1";37,566722;7,18884;9,703435;9,986152;60,066699;683,222127;130,163806
"PF3D7_0912400.1";38,366024;235,523783;288,934762;207,04035;174,813596;98,16495;43,339069
"PF3D7_0912500.1";176,829823;284,74039;239,697971;113,34045;239,173176;218,493693;36,412516
"PF3D7_0912600.1";20,332393;7,168653;7,204478;0;5,323891;27,11667;29,378123
"PF3D7_0912700.1";27,525966;29,917469;26,798198;0;1204,944403;5681,360942;3375,206156
"PF3D7_0912800.1";32,944755;85,437024;49,727678;80,454453;20,000714;31,638826;13,33633
"PF3D7_0912900.1";132,305667;120,199831;302,11307;264,643659;141,033504;202,223198;144,363187
"PF3D7_0913000.1";92,247332;296,982508;260,647222;46,365345;1362,146218;383,123575;86,018858
"PF3D7_0913100.1";3,528712;9,537826;17,365649;7,513578;1,412778;7,244244;2,244262
"PF3D7_0913200.1";332,979715;410,983686;358,950788;131,890206;144,147026;125,689179;129,665618
"PF3D7_0913300.1";50,559144;82,793932;66,661641;72,179175;6,651262;23,293441;48,978859
"PF3D7_0913400.1";7,983915;10,569975;23,206241;4,225188;114,37278;448,442232;280,178686
"PF3D7_0913500.1";17,213541;6,924652;80,017962;63,631016;159,719993;193,3196;48,526671
"PF3D7_0913600.1";3,860738;5,83451;43,776869;43,579768;11,920851;55,737231;92,815706
"PF3D7_0913700.1";10,01841;47,920621;91,944429;78,267214;10,259235;53,608889;158,734291
"PF3D7_0913800.1";9,819675;3,502802;774,960073;394,657996;4352,831641;3396,995161;2106,004463
"PF3D7_0913900.1";7,948764;20,267389;17,463655;8,592128;7,401602;50,044999;28,059868
"PF3D7_0914000.1";17,519943;30,096124;15,613709;2,971771;12,372322;29,982674;31,393625
"PF3D7_0914100.1";5,589087;2,596494;49,161433;245,51008;16,830987;56,906525;196,247013
"PF3D7_0914200.1";30,542905;83,722903;95,830167;98,076072;65,512242;47,844397;48,270097
"PF3D7_0914300.1";38,104948;54,187376;33,496;13,015323;14,387057;22,709206;5,700591
"PF3D7_0914400.1";4,435316;2,675824;156,071752;354,328773;832,235351;3147,838564;263,311904
"PF3D7_0914500.1";15,524879;9,445119;61,146885;60,266541;31,557557;29,639529;42,250371
"PF3D7_0914600.1";171,151976;226,498616;314,52106;186,367668;1622,740028;774,557494;49,760263
"PF3D7_0914700.1";129,81175;109,017594;205,422672;179,400768;313,760471;113,897585;31,087725
"PF3D7_0914800.1";5,644929;6,96125;98,445782;45,013933;101,718272;684,177433;86,343888
"PF3D7_0914900.1";11,777829;16,194578;52,591305;59,443401;12,19305;50,268239;83,711499
"PF3D7_0915000.1";6,999035;2,643822;101,04991;123,555505;35,646193;74,8157;112,721474
"PF3D7_0915100.1";81,327594;277,001953;420,928855;224,41976;822,316575;374,246908;70,216868
"PF3D7_0915200.1";13,920459;11,790943;20,146661;17,582453;41,071137;61,223984;14,847894
"PF3D7_0915300.1";18,030839;30,476754;24,776392;6,005168;8,888697;16,2409;1,979279
"PF3D7_0915400.1";292,736294;343,736445;341,584469;113,285662;26,672408;12,557377;30,743609
"PF3D7_0915500.1";2,96529;8,272468;4,160048;4,662046;3,779191;8,291071;0
"PF3D7_0915600.1";31,455416;33,334683;15,667493;11,224439;27,108332;86,724788;12,281479
"PF3D7_0915700.1";5,965497;3,02877;81,002025;72,205464;444,093053;252,408351;108,602452
"PF3D7_0915800.1";3,756134;0,826149;10,943812;13,60883;269,308731;2484,244465;222,551759
"PF3D7_0915900.1";27,517238;42,899833;64,556542;51,530102;50,334899;149,018213;138,524835
"PF3D7_0916000.1";7,432363;6,723891;72,875496;298,123382;33,360711;210,690767;135,461604
"PF3D7_0916100.1";10,506803;6,904594;50,505518;30,976277;173,352026;93,491219;89,84195
"PF3D7_0916200.1";15,231092;86,11227;48,176616;18,677259;13,127825;32,842154;133,406728
"PF3D7_0916300.1";2,321898;0,957941;30,433485;69,648747;84,796233;199,719442;70,355745
"PF3D7_0916400.1";6,990762;22,124179;34,730175;183,550094;30,874796;38,070731;8,516742
"PF3D7_0916500.1";6,96078;19,133258;75,194577;27,53143;115,497661;75,407799;7,526214
"PF3D7_0916600.1";28,516279;10,906423;3,974051;0;25,493241;67,899132;80,235412
"PF3D7_0916700.1";728,852118;345,380203;193,487388;85,410601;68,013076;186,516628;83,847228
"PF3D7_0916900.1";50,830372;63,445864;95,758426;87,033611;99,224214;163,539911;9,186038
"PF3D7_0917000.1";6,785449;16,757477;46,555392;37,164862;4,833815;14,201926;11,698193
"PF3D7_0917100.1";14,890192;36,263086;30,254836;14,505916;11,965768;19,495766;10,318973
"PF3D7_0917200.1";2,163686;1,608623;15,280948;18,103637;291,775102;167,439185;42,785591
"PF3D7_0917300.1";4,488666;1,742613;31,852931;252,719844;0,55081;0,677808;0
"PF3D7_0917400.1";6,284769;0,780325;16,239837;59,770665;3,806023;10,427484;62,840958
"PF3D7_0917500.1";3,500838;4,651574;113,350158;118,953776;28,503219;38,258156;24,169516
"PF3D7_0917600.1";26,961408;47,479509;61,491542;19,27305;4,161905;4,134468;3,462252
"PF3D7_0917700.1";14,081821;15,629953;12,370116;11,547405;33,066546;36,072989;5,49006
"PF3D7_0917800.1";18,002738;21,095511;31,080936;35,848295;36,411071;154,153934;2,190544
"PF3D7_0917900.1";501,581683;918,383494;3819,198273;2361,856482;168,45969;45,919353;253,021728
"PF3D7_0918000.1";22,237532;8,146354;1256,250194;2372,144822;611,891254;280,391943;280,720944
"PF3D7_0918100.1";212,101635;212,684387;434,971569;511,266947;347,16771;2381,880766;113,574155
"PF3D7_0918200.1.1";58,251698;47,240343;176,131427;210,932655;186,875232;247,969327;67,32295
"PF3D7_0918300.1";130,797178;210,692095;154,115685;43,327106;182,528054;80,598312;13,579783
"PF3D7_0918400.1";3,032997;0,982576;10,10541;2,097166;10,252322;11,76;3,177431
"PF3D7_0918600.1";3,933626;22,849191;23,39417;4,114573;9,068698;24,848224;12,902929
"PF3D7_0918700.1";60,010836;1,451342;38,517503;26,17668;6,946102;20,483743;100,336685
"PF3D7_0918800.1";55,850207;85,108626;57,697631;11,609682;9,684243;8,218556;10,613085
"PF3D7_0918900.1";54,920773;149,068045;73,757991;18,126015;37,363185;74,557154;138,358842
"PF3D7_0919000.1";395,35658;96,940736;523,604074;236,776601;302,43347;200,64235;196,913646
"PF3D7_0919100.1";51,709666;105,588497;304,562933;174,596255;80,88957;296,655721;206,996901
"PF3D7_0919200.1";2,461427;2,236452;65,381846;112,0516;71,371068;103,400323;6,667227
"PF3D7_0919300.1";3,442146;0,721136;50,163133;19,895514;60,320246;169,395797;1125,11761
"PF3D7_0919400.1";3,046971;1,2451;168,245906;97,806621;41,554218;28,061714;20,074563
"PF3D7_0919500.1";3,111377;1,000612;19,121285;42,508636;14,686724;40,041402;32,737495
"PF3D7_0919600.1";6,828845;17,662818;36,791779;20,30621;29,513483;49,278245;35,126393
"PF3D7_0919700.1";7,826751;35,73349;22,366574;4,362736;23,384056;10,526684;11,747224
"PF3D7_0919800.1";18,275382;4,380206;66,792566;98,791919;57,073905;125,78832;103,039981
"PF3D7_0919900.1";7,026194;3,052638;159,532588;342,037059;25,086106;50,472884;52,084357
"PF3D7_0920000.1";3,482712;0,981785;16,045188;5,98648;20,140795;27,780315;17,502214
"PF3D7_0920100.1";17,787851;20,107484;44,887887;7,595933;200,661896;219,786258;37,370279
"PF3D7_0920200.1";4,159826;8,857241;53,991125;34,702828;5,985503;15,486204;32,001782
"PF3D7_0920300.1";4,438894;2,619727;19,194941;7,890217;748,506783;7848,71657;718,394399
"PF3D7_0920400.1";6,536998;22,717193;31,221882;33,139358;5,572518;16,591298;8,457417
"PF3D7_0920500.1";6,408;2,06162;142,360667;149,918915;530,152469;980,890339;108,147026
"PF3D7_0920600.1";4,646542;4,990779;43,427095;48,422317;10,104916;21,063324;21,180719
"PF3D7_0920700.1";5,309462;9,978826;101,640373;268,472418;20,910669;49,974829;130,580638
"PF3D7_0920800.1";147,766426;202,595395;64,628429;39,702496;19,981707;20,099316;14,339473
"PF3D7_0920900.1";46,078817;37,058511;69,248409;31,722796;13,532461;57,271742;5,078827
"PF3D7_0921000.1.1";8,384617;136,338506;110,294952;37,694336;142,582706;182,008903;138,738044
"PF3D7_0921000.2.1";52,266558;169,442447;96,365234;57,377957;2025,286321;763,486852;258,588686
"PF3D7_0921100.1";14,666156;23,067849;7,050499;0;70,934356;108,775401;0
"PF3D7_0921200.1";52,370359;137,412141;32,516826;11,953131;12,877533;25,399836;2,195174
"PF3D7_0921300.1";10,336282;12,796669;15,678069;4,719184;12,924864;14,262503;0
"PF3D7_0921400.1";4,448113;1,94938;9,656822;6,915953;23,484787;36,782739;8,941064
"PF3D7_0921500.1";1,926847;3,754561;6,770053;0;15,444034;7,386848;0
"PF3D7_0921600.1";39,523256;73,29632;40,111576;25,91901;7,80521;23,195435;22,987417
"PF3D7_0921700.1";35,319375;50,776948;163,732124;193,70987;24,038533;44,581491;77,869358
"PF3D7_0921800.1";53,909845;56,062235;24,433101;6,254006;27,222546;88,731076;67,920606
"PF3D7_0921900.1";164,625211;133,586832;121,491165;17,453044;49,001564;150,053096;100,277946
"PF3D7_0922000.1";10,16118;2,438412;8,340656;3,62131;23,142778;18,11181;8,119499
"PF3D7_0922100.1";186,372538;79,23674;83,448333;40,823013;33,189266;49,613859;45,580096
"PF3D7_0922200.1";422,700873;515,611114;4528,484634;3490,814114;99,805932;144,36281;151,834417
"PF3D7_0922300.1";4,188939;1,600125;7,152413;10,198732;155,677364;2909,707418;312,850997
"PF3D7_0922400.1";4,233399;1,866604;10,828668;1,497035;5,375597;20,219296;16,256868
"PF3D7_0922500.1";325,372735;604,664357;752,364145;239,216191;272,634688;89,016137;49,267924
"PF3D7_0922600.1";184,164257;121,494817;120,708759;67,817129;46,861078;44,179013;103,020564
"PF3D7_0922700.1";36,261342;81,469271;160,134355;207,365654;114,090155;198,942642;188,332688
"PF3D7_0922800.1";11,484558;14,297164;41,304448;24,641049;25,621485;56,356843;27,435648
"PF3D7_0922900.1";5,364129;1,194187;16,734;0;39,444998;90,270653;81,489113
"PF3D7_0923000.1";92,049163;73,58408;49,373778;11,953812;27,461337;60,333309;13,20657
"PF3D7_0923100.1";17,010684;13,732338;20,180379;6,178582;169,235972;240,08123;22,343552
"PF3D7_0923200.1";31,704804;66,988244;26,792843;1,64754;10,857422;14,116599;4,738054
"PF3D7_0923300.1";13,085116;10,917087;6,623505;0,924608;2,547968;2,574093;64,077442
"PF3D7_0923400.1";23,056396;69,846678;37,328864;12,49952;9,717322;34,395055;111,62686
"PF3D7_0923500.1";6,482677;2,169409;63,675989;58,673786;50,337707;72,824718;33,99889
"PF3D7_0923600.1";4,213202;2,657989;15,489431;10,3128;20,07941;65,463416;10,661724
"PF3D7_0923700.1";1,996125;0,573954;3,188663;1,385128;18,597978;50,421773;6,33363
"PF3D7_0923800.1.1";5,801352;9,253934;109,915401;132,66648;9,500463;10,944005;83,532943
"PF3D7_0923800.2.1";7,170768;1,267772;131,120751;134,805043;0,170739;1e-05;68,800223
"PF3D7_0923900.1";406,278652;403,303212;547,07168;325,222394;1253,212311;876,483586;138,199408
"PF3D7_0924000.1";52,924633;48,030713;100,687641;410,556845;66,447464;64,789867;161,61939
"PF3D7_0924100.1";23,997221;35,94927;38,212769;31,140628;12,007828;28,310616;30,97137
"PF3D7_0924200.1";10,389441;35,682602;20,426745;27,813143;13,152973;19,679158;18,652876
"PF3D7_0924300.1";3,983168;2,134524;22,270398;10,501483;9,255259;20,473167;30,973919
"PF3D7_0924400.1";25,830355;45,360961;158,165862;90,782805;84,099044;91,331164;374,697253
"PF3D7_0924500.1";9,904867;29,756864;116,111528;196,762004;41,535679;75,862092;62,613509
"PF3D7_0924600.1";5,713044;1,549717;22,61827;44,238244;18,808695;377,309673;289,46014
"PF3D7_0924700.1";39,406531;52,306697;66,33369;23,404936;41,811126;60,190978;168,558667
"PF3D7_0924800.1";3,331589;0;9,738169;30,916662;476,183803;4190,827558;316,665833
"PF3D7_0924900.1";3,687243;0;16,398307;21,817436;367,649967;629,320571;70,206712
"PF3D7_0925000.1";2,149424;2,598404;13,877929;0;221,653783;178,771431;57,559528
"PF3D7_0925100.1";4,789968;2,077269;4,178309;0;51,779243;1009,605686;75,078976
"PF3D7_0925200.1";35,260152;71,105075;31,361652;18,467708;29,517818;120,970362;88,010646
"PF3D7_0925300.1";5,235082;9,238422;86,23808;86,318716;11,208214;53,281356;20,112702
"PF3D7_0925400.1";2,544192;10,423552;34,53713;23,290276;85,921897;28,278373;129,048814
"PF3D7_0925500.1";4,322694;27,680175;115,902332;35,310603;407,08131;150,00547;25,523407
"PF3D7_0925600.1";52,961359;14,928526;128,133329;607,769287;1477,078774;331,468342;85,392126
"PF3D7_0925700.1";66,24432;134,793002;212,527279;329,000366;59,695176;51,631366;51,160527
"PF3D7_0925800.1";10,260543;39,558883;68,239884;132,86281;26,309389;88,935033;70,20353
"PF3D7_0925900.1";928,759483;1567,787987;719,480102;85,25362;645,254126;593,87062;223,947644
"PF3D7_0926000.1";4,839627;9,87689;23,178627;15,777285;15,062125;33,589707;18,957567
"PF3D7_0926100.1";91,200032;73,785138;108,25562;27,445817;22,571889;44,237963;52,633356
"PF3D7_0926300.1";6,919961;5,787143;21,404206;6,852281;37,227126;61,453614;51,044841
"PF3D7_0926400.1";19,038934;8,006259;106,63383;123,606838;136,209518;1679,382211;514,589147
"PF3D7_0926500.1";4,313309;1,506088;58,643487;37,66376;18,690086;66,978148;112,93602
"PF3D7_0926600.1";3,741992;0,67334;6,560946;2,403011;10,079091;32,33711;76,753684
"PF3D7_0926700.1";22,495082;50,931241;64,406946;59,005171;4,591341;14,266246;98,896708
"PF3D7_0926800.1";8,670965;5,022926;29,403433;25,24313;5,508514;33,642546;421,519639
"PF3D7_0926900.1";15,80457;10,907925;40,317402;74,183442;75,303232;87,126683;133,053157
"PF3D7_0927000.1";13,090182;15,740021;98,126425;107,158737;301,100682;316,786434;160,971242
"PF3D7_0927100.1";7,914788;3,304319;29,444797;30,97927;328,522543;1258,482232;170,529451
"PF3D7_0927200.1";2,606703;1,450947;11,883843;6,665045;27,552574;67,95188;186,744199
"PF3D7_0927300.1";3,539386;2,164743;92,7689;296,66356;32,229053;9,084177;49,19494
"PF3D7_0927400.1";2,323171;0,729711;1,655097;1,284611;3,336484;11,900282;144,332789
"PF3D7_0927500.1";2,343677;0,594411;11,944314;15,55235;916,850139;585,662638;6,10023
"PF3D7_0927600.1";5,338187;12,166364;137,314905;130,07039;64,559018;392,72723;196,085498
"PF3D7_0927700.1";24,481262;7,433339;81,800639;82,546338;200,681392;98,994601;13,481132
"PF3D7_0927800.1";28,42825;16,055959;256,195412;244,577333;296,69775;505,887192;87,160196
"PF3D7_0927900.1";92,077284;42,686153;237,284527;474,400276;71,430177;92,310156;77,04549
"PF3D7_0928000.1.1";36,65268;233,417404;173,104308;276,304854;979,181553;729,845387;93,885834
"PF3D7_0928000.2.1";471,994188;4,536028;2273,291191;7188,963232;3849,792959;1e-06;0
"PF3D7_0928100.1";7,963347;4,508675;4,336595;0;18,427391;32,260371;35,454509
"PF3D7_0928200.1";31,343668;54,414758;59,476846;44,298442;23,314255;45,271837;12,385528
"PF3D7_0928300.1";32,515824;20,533828;54,361167;19,249126;285,108089;333,886468;24,460592
"PF3D7_0928400.1";27,180061;113,279708;58,45827;91,573925;95,306079;484,258421;77,87465
"PF3D7_0928500.1";19,231989;67,024643;24,449379;26,973827;74,490997;166,604446;108,244328
"PF3D7_0928600.1";23,914197;346,932839;76,008214;0;292,932537;443,919341;36,099727
"PF3D7_0928700.1";4,328559;16,412406;19,36224;7,341469;11,978767;21,889964;5,320319
"PF3D7_0928800.1";5,595378;19,607972;19,79102;9,719763;10,539216;46,168962;51,567969
"PF3D7_0928900.1";28,76298;73,815764;20,778022;7,988654;192,323327;95,083683;5,950215
"PF3D7_0929000.1";20,944786;44,369947;55,308032;21,686494;98,471526;79,817435;29,926285
"PF3D7_0929100.1";10,120696;8,027707;81,601101;30,654345;27,409871;75,518488;218,818495
"PF3D7_0929200.1";9,217467;78,500269;219,065981;119,073345;214,899794;110,365976;242,969992
"PF3D7_0929300.1";14,72919;10,810917;30,451781;37,252425;10,614317;43,646262;531,178827
"PF3D7_0929400.1";10,733236;3,422915;801,796923;1720,021405;22,213886;25,367661;141,795235
"PF3D7_0929500.1";8,517144;0,921734;24,308861;75,718475;44,653438;31,813836;3,397134
"PF3D7_0929600.1";5,061412;0,900823;19,052309;91,108992;80,583339;599,950903;1280,910586
"PF3D7_0929700.1";3,92227;1,461912;31,211284;59,857035;11,599552;27,747843;0
"PF3D7_0929900.1";2,164909;1,094984;32,145241;16,641795;91,017821;424,636071;180,785696
"PF3D7_0930000.1";4,119287;0,728349;4,25955;1,699338;98,990881;3161,03658;68,800432
"PF3D7_0930100.1";3,814812;14,201321;44,224981;148,241468;5,992508;10,788928;8,438613
"PF3D7_0930200.1";4,464272;1,490366;22,31572;114,068995;17,121661;39,321357;19,863427
"PF3D7_0930300.1";34,817722;15,020623;3586,432438;4873,997206;252,796957;45,162605;427,13304
"PF3D7_0930400.1.1";56,105244;92,15097;52,166772;71,364351;56,740846;40,333319;0
"PF3D7_0930400.2.1";14,426053;22,160289;19,56096;52,466831;19,522157;26,492022;0
"PF3D7_0930500.1";31,875056;42,74592;37,597188;109,701596;18,481718;32,405176;20,529873
"PF3D7_0930600.1.1";33,043118;59,035847;69,396355;26,757255;62,759686;72,632552;56,120612
"PF3D7_0930700.1";14,690938;43,641509;21,491959;2,440407;13,547301;29,802956;42,108169
"PF3D7_0930800.1";4,558965;30,117791;43,895782;31,853699;10,317251;39,198442;14,88102
"PF3D7_0930900.1";0,993593;9,149691;23,785529;25,270541;32,927491;73,171351;23,669205
"PF3D7_0931000.1";7,079145;12,139076;25,333309;21,704035;7,803612;18,525089;8,701973
"PF3D7_0931100.1";112,466589;166,307797;66,843193;18,713212;21,773731;57,307262;94,77207
"PF3D7_0931200.1";36,582548;17,131449;71,588349;77,331401;129,376388;195,539911;4,730379
"PF3D7_0931300.1";13,668287;5,019858;3,542725;2,300338;66,990433;181,900107;5,147639
"PF3D7_0931400.1";37,349944;167,152127;324,198763;268,449151;82,336588;181,083323;99,017719
"PF3D7_0931500.1";32,513182;86,347124;286,648799;747,796564;673,606025;4461,981592;140,119522
"PF3D7_0931600.1";1,026599;1,321947;0,556729;0;8,728696;21,50497;16,496249
"PF3D7_0931700.1";4,282881;1,187418;1,806912;1,780606;3,218827;16,513002;188,795876
"PF3D7_0931800.1";39,801124;56,534978;269,162099;219,329818;162,353498;158,386743;66,915468
"PF3D7_0931900.1";7,126039;1,503431;22,395325;28,304058;26,120913;153,043298;22,923596
"PF3D7_0932000.1";16,497464;16,446128;472,799481;1023,893088;6716,252515;1254,804476;606,238723
"PF3D7_0932100.1";5,946258;4,825765;93,883988;351,220274;10,607222;22,195616;49,565234
"PF3D7_0932200.1";18,100513;21,576136;1269,107473;8149,486614;1899,168959;2026,05489;344,668689
"PF3D7_0932300.1";40,465557;261,556847;146,978554;102,518239;232,855679;68,582273;60,859392
"PF3D7_0932400.1";4,451203;6,836352;41,539605;45,999255;11,179069;36,811019;19,457022
"PF3D7_0932500.1";1,847009;2,240786;34,245695;59,824593;31,715204;45,098265;10,472239
"PF3D7_0932600.1";3,345741;18,296536;61,8132;29,628572;55,783161;110,119118;58,582685
"PF3D7_0932700.1";6,806227;11,065414;5,616307;3,960156;6,06964;12,405864;10,526968
"PF3D7_0932800.1";43,242454;126,330595;191,105592;143,932804;102,524855;44,751026;15,359429
"PF3D7_0932900.1";10,184705;11,961593;3,263358;8,648447;143,583676;190,387674;32,401833
"PF3D7_0933000.1";62,640234;63,047344;82,992639;53,54149;8,734237;35,47542;43,183738
"PF3D7_0933100.1";25,133118;8,663012;14,592249;10,878575;20,678725;64,389878;20,302626
"PF3D7_0933200.1";3,087484;31,504506;137,983446;83,901033;1178,415303;462,729419;15,538165
"PF3D7_0933300.1";6,55341;12,354504;54,987979;89,55465;16,386915;30,914529;10,996289
"PF3D7_0933400.1";5,709276;14,059661;61,544953;63,173202;228,450092;261,375464;42,168501
"PF3D7_0933500.1";6,024137;25,992499;104,909452;74,667557;36,625886;70,444417;59,919829
"PF3D7_0933600.1";61,840242;251,497045;280,559601;314,45453;233,554035;54,35999;118,570931
"PF3D7_0933700.1";0,379991;0,963471;47,922776;43,34656;11,238625;175,599677;46,05199
"PF3D7_0933800.1";6,518622;2,312635;8,994076;5,384431;40,033068;32,154388;0
"PF3D7_0933900.1";61,373941;229,392233;200,245232;220,033828;522,429367;237,700073;58,620045
"PF3D7_0934000.1";14,796817;36,271774;46,193123;52,709415;36,568486;38,620205;9,896272
"PF3D7_0934100.1";29,425231;53,744392;48,028124;23,177241;15,612715;30,632638;17,122034
"PF3D7_0934200.1";6,203988;5,666367;72,459882;117,052056;491,100149;359,577099;24,479857
"PF3D7_0934300.1";9,368387;2,198638;127,653952;148,824018;425,539368;429,7387;30,279368
"PF3D7_0934400.1";13,539856;85,726734;325,133726;424,809678;1663,905104;857,042167;619,260232
"PF3D7_0934500.1";97,393874;387,986277;470,83807;420,484958;674,767986;191,173371;126,336364
"PF3D7_0934600.1";27,055801;9,989082;20,646059;55,631048;53,967326;227,491805;61,167092
"PF3D7_0934700.1";54,522075;190,106411;416,687564;911,545034;133,660798;257,781717;219,180098
"PF3D7_0934800.1";8,706985;5,710718;326,379653;1133,399159;21,54264;40,780494;126,318283
"PF3D7_0934900.1";31,797685;6,903648;7,778413;10,825345;7,875134;18,306672;4,381307
"PF3D7_0935000.1";127,634632;149,855642;198,653018;105,502882;199,361141;271,890763;60,588374
